Article Name,Description,Link
Rock N Roll McDonald's,A rock 'n roll-themed McDonald's restaurant located in Chicago famous for being the subject of a song by outsider musician Wesley Willis.,https://en.wikipedia.org/wiki/Illinois
Rough and Ready California,A currently populated unincorporated mining town in the United States that seceded from the Union in 1850 forming the Great Republic of Rough and Ready. Secession was rescinded less than three months later when its citizens noticed that they could not celebrate U.S. independence.,https://en.wikipedia.org/wiki/California
Santa Claus Arizona,In Mohave County visit an abandoned tourist trap deep in the desert where Santa Claus of all people allegedly resides!,https://en.wikipedia.org/wiki/Arizona
Sam Kee Building,Known as the world's narrowest commercial building.,https://en.wikipedia.org/wiki/British_Columbia
S.N.P.J. Pennsylvania,A municipality consisting solely of a Slovenian fraternity's recreation center established (in part) to get around liquor laws.,https://en.wikipedia.org/wiki/Pennsylvania
Spiral Island,An artificial island now destroyed built from thousands of empty floating plastic bottles.,https://en.wikipedia.org/wiki/Quintana_Roo
State of Scott,Scott County in northern Tennessee seceded and formed its own state in opposition to Tennessee joining the Confederacy. It remained this way for over a century until it rejoined Tennessee in 1986.,https://en.wikipedia.org/wiki/Tennessee
Texas State Highway 165,The only state highway in the country specifically designated to serve a cemetery...and nothing more. It's also the only state highway in the country to be partially closed every night.,https://en.wikipedia.org/wiki/Texas
Track 61 (New York City),A secret train platform located below the Waldorf Astoria New York designed for use by U.S. Presidents when they would visit the hotel.,https://en.wikipedia.org/wiki/New_York_(state)
U Thant Island,An island in the East River with a surprisingly in-depth history for only being 2000 square feet (190 m2) in area.,https://en.wikipedia.org/wiki/New_York_(state)
Truth or Consequences New Mexico,A New Mexico town that chose to rename itself after the Truth or Consequences game show in 1950 then never bothered changing back.,https://en.wikipedia.org/wiki/New_Mexico
War of the Roses,The historical rivalry between Lancaster and York. Not to be confused with Wars of the Roses the historical rivalry between Lancaster and York.,https://en.wikipedia.org/wiki/Pennsylvania
Wedge,It's harder than you think to construct the state of Delaware with a ruler and compass.,https://en.wikipedia.org/wiki/Delaware
Whittier Alaska,A city in Alaska where (almost) all of its residents live in one building: Begich Towers.,https://en.wikipedia.org/wiki/Alaska
Winchester Mystery House,A house believed to be haunted by the ghosts of individuals killed by Winchester rifles.,https://en.wikipedia.org/wiki/California
World's littlest skyscraper,The result of a fraudulent investment scheme it's a four-story brick building constructed in 1920 in downtown Wichita Falls Texas that has only one room on each of its four floors.,https://en.wikipedia.org/wiki/Texas
Zilwaukee Michigan,Is this Milwaukee? Uh...yeah it sure is!,https://en.wikipedia.org/wiki/Michigan
Zone of Death,The part of Yellowstone National Park in Idaho where any crime can technically be committed without punishment – but don't tempt fate!,https://en.wikipedia.org/wiki/Idaho
American Samoa,Despite having a functional legislature (the Fono) and a population of 46366 American Samoa is considered an 'unincorporated unorganized' territory. It is also the only U.S. territory where people are not automatically born citizens despite much of the population being involved in the military.,https://en.wikipedia.org/wiki/American_Samoa
Baldwin Street,A short suburban road in Dunedin New Zealand reputedly the world's steepest street.,https://en.wikipedia.org/wiki/New_Zealand
Ball's Pyramid,A nearly 600-metre-tall (2000 ft) stone stack in the middle of the ocean.,https://en.wikipedia.org/wiki/New_South_Wales
Banjawarn Station,Did a Japanese apocalypse cult test a nuke in the middle of rural Australia?,https://en.wikipedia.org/wiki/Western_Australia
Bayswater Subway,Bridge in Perth that has been hit by trucks 50 times between 2014 and 2020.,https://en.wikipedia.org/wiki/Western_Australia
Burning Mountain,A straightforwardly named mountain that has been on fire for over 6000 years.,https://en.wikipedia.org/wiki/New_South_Wales
Cardrona Bra Fence,An eccentric tourist attraction in New Zealand.,https://en.wikipedia.org/wiki/New_Zealand
Coober Pedy,A mining town where most of the residents live underground.,https://en.wikipedia.org/wiki/South_Australia
Concrete bus shelters in Canberra,These brutalist cylindrical bus shelters are an icon of Australia's capital city.,https://en.wikipedia.org/wiki/Australian_Capital_Territory
Egmont National Park,This national park's boundaries created a circular forest.,https://en.wikipedia.org/wiki/New_Zealand
Horizontal Falls,This pair of Australian waterfalls appear to be falling straight across the land.,https://en.wikipedia.org/wiki/Western_Australia
Hunga Tonga,An island that was created in 2015 after a volcano erupted between two islands and connected them until another volcanic explosion in 2022 split them up again.,https://en.wikipedia.org/wiki/Tonga
Jellyfish Lake,A lake where jellyfish have evolved without stingers due to a lack of predators.,https://en.wikipedia.org/wiki/Palau
Jervis Bay Territory,Briefly ceded to the ACT to give it access to the sea despite not bordering the ACT.,https://en.wikipedia.org/wiki/Jervis_Bay_Territory
Kalawao County Hawaii,The second-least populous county in the United States (after Loving County Texas) with a population of 90 as of the 2010 United States Census. Established as a leper colony in 1866 it occupies a peninsula on Molokai and is not connected by road to the rest of the island.,https://en.wikipedia.org/wiki/Hawaii
Kingman Reef,It's designated as its own US overseas territory despite having an area of only 0.03 square kilometres (0.012 sq mi) and being almost entirely underwater during low tide.,https://en.wikipedia.org/wiki/United_States
Macquarie Island,The only place on earth where rocks from the Earth's mantle get exposed to the surface.,https://en.wikipedia.org/wiki/Tasmania
Montague Street Bridge,A bridge in Melbourne that has had so many trucks crash into it and get stuck under it the government used millions of dollars to install prevention measures (it did nothing).,https://en.wikipedia.org/wiki/Victoria_(state)
Mount Wycheproof,Considered a mountain when only 43 metres (141 ft) above surrounding terrain and 143 metres (469 ft) above sea level. There are parts of Sydney which have a higher elevation and are not considered a mountain.,https://en.wikipedia.org/wiki/Victoria_(state)
Murray Valley Highway,A 671-kilometre (417 mi) road that has a road route number of B400 for 668 kilometres (415 mi) in the Victorian section and unmarked for 3 kilometres (1.9 mi) in the New South Wales section making the Victorian road network not connected to the New South Wales Network in that area.,https://en.wikipedia.org/wiki/New_South_Wales
Nelson–Blenheim notional railway,A road that was officially considered to be a railway by the New Zealand Government for 22 years.,https://en.wikipedia.org/wiki/New_Zealand
New Zealand State Highway 78,A road in Timaru New Zealand that is designated a highway despite being only 900 metres (3000 ft) long.,https://en.wikipedia.org/wiki/New_Zealand
Palmyra Atoll,The United States' only 'incorporated unorganized' territory despite there being no government and virtually no permanent residents for the Constitution to apply to...,https://en.wikipedia.org/wiki/United_States
Pitcairn Islands,A British Overseas Territory where the entire population is Seventh-day Adventist and descended from the mutineers from the HMS Bounty. The entire population moved to Norfolk Island for three years in the 1850s and is currently at risk of going extinct due to the high number of emigrants. Also the site of a scandal where 13 Pitcairn Islands men almost a third of the islands' population were convicted in a sex abuse scandal giving the islands the highest rate of sex offenders in the world.,https://en.wikipedia.org/wiki/Pitcairn_Islands
Pink Lake,A lake that is naturally pink but suddenly turned blue in 2010.,https://en.wikipedia.org/wiki/Western_Australia
Princes Freeway (east),A freeway with houses traffic lights and a 60-kilometre-per-hour (37 mph) limit in some areas. What are VicRoads thinking?,https://en.wikipedia.org/wiki/Victoria_(state)
Sandy Island,An island which was shown on Google Maps satellite view until 2012 despite not existing.,https://en.wikipedia.org/wiki/New_Caledonia
That Wanaka Tree,A tree named after a hashtag on Instagram.,https://en.wikipedia.org/wiki/New_Zealand
Taumata,With a full name consisting of 85 characters this hill may be the longest place name in the world.,https://en.wikipedia.org/wiki/New_Zealand
Te Urewera,A forested area in New Zealand that is also a legal person (see below).,https://en.wikipedia.org/wiki/New_Zealand
Whanganui River,A river in New Zealand that is legally a person.,https://en.wikipedia.org/wiki/New_Zealand
Wedding Cake Rock,A rock that looks exactly like a wedding cake.,https://en.wikipedia.org/wiki/New_South_Wales
Whangamōmona,A self-declared republic in New Zealand whose past presidents include a goat and a poodle.,https://en.wikipedia.org/wiki/New_Zealand
Americana São Paulo,A town in Brazil founded by Confederate farmers and soldiers in the aftermath of the American Civil War.,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_(state)
Darién Gap,This journey is impossible with the modes you have selected.,https://en.wikipedia.org/wiki/Colombia
Devil's Island,A notorious penal colony off the coast of French Guiana.,https://en.wikipedia.org/wiki/French_Guiana
The Guianas,If you think about it three extremely sparsely-populated South American nations that are culturally part of the Caribbean with a population of Amerindians Indians Africans Maroons mixed-race Indo-Africans Javanese Chinese Hmongs Portuguese Lebanese Haitians and Brazilians is pretty weird.,https://en.wikipedia.org/wiki/Guyana
Fordlândia,The man himself was not without his abject failures in Brazil.,https://en.wikipedia.org/wiki/Par%C3%A1
Hacienda Nápoles,The luxurious estate of the deceased drug lord Pablo Escobar that may lead to an invasive hippopotamus population in Colombia.,https://en.wikipedia.org/wiki/Colombia
